Row ID;Order ID;OrderDate;OrderPriority;OrderQuantity;Sales;Sales2;Discount;ShipMode;Profit;UnitPrice;ShippingCost;CustomerName;Province;Region;CustomerSegment;ProductCategory;ProductSubCategory;ProductName;ProductContainer;ProductBaseMargin;ShipDate
236;1575;12-09-2018;Medium;10;525,674;525,674;0,08;Regular Air;-527,015;65,99;5,26;Dave Poirier;Yukon;Yukon;Small Business;Technology;Telephones and Communication;8860;Small Box;0,56;14-09-2018
237;1600;02-03-2017;Medium;32;303,59;303,59;0,1;Regular Air;-105,99;9,65;6,22;Liz MacKendrick;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak;Small Box;0,55;04-03-2017
238;1600;02-03-2017;Medium;36;191,6;191,6;0,04;Regular Air;-230,74;4,98;7,44;Liz MacKendrick;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 1922;Small Box;0,36;03-03-2017
239;1604;16-07-2017;Low;47;622,82;622,82;0;Regular Air;68,88;12,64;4,98;Rick Wilson;Saskachewan;Prarie;Consumer;Furniture;Office Furnishings;Nu-Dell Executive Frame;Small Pack;0,48;16-07-2017
240;1637;07-02-2018;Not Specified;36;825,52;1225,52;0,1;Express Air;-1271,13;35,48;35;Aleksandra Gannaway;Yukon;Yukon;Corporate;Office Supplies;Storage & Organization;Belkin OmniView SE Rackmount Kit;Large Box;0,85;07-02-2018
241;1637;07-02-2018;Not Specified;10;624,29;1024,29;0,07;Regular Air;-475,52;99,99;19,99;Aleksandra Gannaway;Yukon;Yukon;Corporate;Technology;Computer Peripherals;US Robotics 56K V.92 External Faxmodem;Small Box;0,52;07-02-2018
242;1637;07-02-2018;Not Specified;47;948,57;1348,57;0,08;Regular Air;-60,43;30,98;8,99;Aleksandra Gannaway;Yukon;Yukon;Corporate;Office Supplies;Pens & Art Supplies;Boston School Pro Electric Pencil Sharpener, 1670;Small Pack;0,58;09-02-2018
243;1639;19-08-2018;Not Specified;24;163,14;163,14;0,09;Regular Air;-142,2;6,78;6,18;Sean Christensen;Ontario;Ontario;Home Office;Office Supplies;Paper;Strathmore Photo Mount Cards;Small Box;0,39;20-08-2018
244;1665;07-05-2016;High;26;755,6075;755,6075;0,05;Regular Air;-230,834;35,99;1,1;John Lucas;Ontario;Ontario;Corporate;Technology;Telephones and Communication;Accessory35;Small Box;0,55;09-05-2016
245;1666;17-10-2018;Critical;19;5242,18;5642,18;0,09;Express Air;1916,6755;315,98;19,99;Nona Balk;Saskachewan;Prarie;Corporate;Office Supplies;Binders and Binder Accessories;GBC ProClick™ 150 Presentation Binding System;Small Box;0,38;19-10-2018
246;1699;29-12-2017;Critical;40;430,88;430,88;0,05;Regular Air;-41;11,09;5,25;Art Ferguson;Nova Scotia;Atlantic;Corporate;Office Supplies;Envelopes;#10 Self-Seal White Envelopes;Small Box;0,36;23-03-2018
247;1701;18-05-2019;High;49;2047,58;2047,58;0,01;Regular Air;522,62;40,98;1,99;Ed Ludwig;Ontario;Ontario;Consumer;Technology;Computer Peripherals;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;Small Pack;0,44;20-05-2019
248;1701;18-05-2019;High;1;56,61;56,61;0,02;Regular Air;-82,16;40,97;14,45;Ed Ludwig;Ontario;Ontario;Consumer;Furniture;Office Furnishings;Dana Halogen Swing-Arm Architect Lamp;Large Box;0,57;20-05-2019
249;1702;06-05-2018;High;23;67,24;67,24;0,06;Regular Air;-75,1;2,84;0,93;Annie Cyprus;Nunavut;Nunavut;Home Office;Office Supplies;Pens & Art Supplies;SANFORD Liquid Accent™ Tank-Style Highlighters;Wrap Bag;0,54;07-05-2018
250;1761;23-12-2017;High;25;12028,23;12028,23;0,01;Delivery Truck;-927,61;449,99;49;Carl Ludwig;Nunavut;Nunavut;Corporate;Technology;Copiers and Fax;Canon PC940 Copier;Jumbo Drum;0,38;25-12-2017
251;1762;19-08-2016;Not Specified;29;857,11;857,11;0,07;Regular Air;-94,8;31,78;1,99;Lisa Hazard;Alberta;West;Home Office;Technology;Computer Peripherals;Memorex 4.7GB DVD-RAM, 3/Pack;Small Pack;0,42;21-08-2016
252;1762;19-08-2016;Not Specified;11;69,6;69,6;0;Regular Air;-73,54;5,98;2,5;Lisa Hazard;Alberta;West;Home Office;Office Supplies;Envelopes;Wausau Papers Astrobrights® Colored Envelopes;Small Box;0,36;20-08-2016
253;1762;19-08-2016;Not Specified;43;1279,505;1279,505;0,1;Express Air;4,201;35,99;1,1;Lisa Hazard;Alberta;West;Home Office;Technology;Telephones and Communication;Accessory35;Small Box;0,55;20-08-2016
254;1764;24-03-2019;Critical;7;59,99;59,99;0,1;Regular Air;-93,78;8,34;4,82;Hallie Redmond;Alberta;West;Small Business;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;Small Box;0,4;27-03-2019
255;1767;13-03-2018;High;10;46,34;46,34;0,05;Regular Air;-87,76;4,71;0,7;Roger Barcio;Alberta;West;Corporate;Office Supplies;Rubber Bands;Plymouth Boxed Rubber Bands by Plymouth;Wrap Bag;0,8;15-03-2018
256;1792;08-11-2017;Low;28;370,48;370,48;0,04;Regular Air;-85,45;13,48;4,51;Carlos Soltero;Nunavut;Nunavut;Consumer;Office Supplies;Storage & Organization;Tenex Personal Project File with Scoop Front Design, Black;Small Box;0,59;13-11-2017
257;1793;11-07-2019;Not Specified;36;233,43;233,43;0,03;Regular Air;-151,898;6,28;5,36;Joni Blumstein;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;GBC Standard Plastic Binding Systems' Combs;Small Box;0,4;11-07-2019
258;1796;20-11-2019;High;43;183,41;183,41;0,07;Regular Air;-205,4075;4,13;5,04;Deanra Eno;New Brunswick;Atlantic;Corporate;Office Supplies;Binders and Binder Accessories;"ACCOHIDE® 3-Ring Binder, Blue, 1""";Small Box;0,38;20-11-2019
259;1799;06-03-2016;Not Specified;10;1187,12;1187,12;0,06;Delivery Truck;-187,3;113,98;30;Trudy Schmidt;British Columbia;West;Small Business;Furniture;Chairs & Chairmats;Hon Comfortask® Task/Swivel Chairs;Jumbo Drum;0,69;08-03-2016
260;1799;06-03-2016;Not Specified;16;108,31;108,31;0,05;Regular Air;-132,77;6,48;6,86;Trudy Schmidt;British Columbia;West;Small Business;Office Supplies;Paper;Xerox 204;Small Box;0,37;08-03-2016
261;1824;04-05-2016;Critical;39;10656,26;10656,26;0,06;Regular Air;3056,54;276,2;24,49;Becky Pak;Alberta;West;Corporate;Furniture;Chairs & Chairmats;SAFCO Arco Folding Chair;Large Box;;05-05-2016
262;1824;04-05-2016;Critical;2;17,06;17,06;0,09;Regular Air;-65,2;6,28;5,29;Becky Pak;Alberta;West;Corporate;Furniture;Office Furnishings;Eldon® 200 Class™ Desk Accessories, Burgundy;Small Box;0,43;04-05-2016
263;1825;04-12-2017;Medium;22;38,26;38,26;0,03;Regular Air;-82,34;1,76;0,7;Aaron Smayling;Quebec;Quebec;Small Business;Office Supplies;Pens & Art Supplies;Newell 310;Wrap Bag;0,56;06-12-2017
264;1826;15-04-2019;Not Specified;5;28,32;28,32;0,09;Regular Air;-94,35;4,98;4,75;Susan Vittorini;Ontario;Ontario;Corporate;Office Supplies;Paper;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);Small Box;0,36;16-04-2019
265;1829;07-05-2016;High;48;133,04;133,04;0,07;Regular Air;-73,268;2,78;1,49;Tom Stivers;Saskachewan;Prarie;Small Business;Office Supplies;Binders and Binder Accessories;Wilson Jones Suede Grain Vinyl Binders;Small Box;0,36;08-05-2016
266;1831;01-12-2017;Critical;33;12586,19;12586,19;0;Delivery Truck;539,71;370,98;99;Ken Brennan;Ontario;Ontario;Home Office;Office Supplies;Storage & Organization;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;Jumbo Drum;0,65;02-12-2017
267;1856;19-03-2019;Not Specified;24;1449,3;1449,3;0,08;Regular Air;-792,14;60,98;49;Alex Avila;British Columbia;West;Home Office;Office Supplies;Appliances;Euro Pro Shark Stick Mini Vacuum;Large Box;0,59;21-03-2019
268;1856;19-03-2019;Not Specified;43;4374,6865;4374,6865;0,05;Regular Air;593,161;125,99;8,08;Alex Avila;British Columbia;West;Home Office;Technology;Telephones and Communication;M3682;Small Box;0,57;20-03-2019
269;1856;19-03-2019;Not Specified;44;4283,235;4283,235;0,1;Regular Air;296,125;125,99;8,8;Alex Avila;British Columbia;West;Home Office;Technology;Telephones and Communication;StarTAC 6500;Small Box;0,59;20-03-2019
270;1857;12-01-2017;High;37;199,76;199,76;0,07;Regular Air;-60;5,58;1,99;Roy Phan;Alberta;West;Consumer;Office Supplies;Pens & Art Supplies;DIXON Ticonderoga® Erasable Checking Pencils;Wrap Bag;0,46;13-01-2017
271;1863;22-09-2017;Not Specified;26;2415,38;2415,38;0,08;Delivery Truck;-1191,6;95,95;74,35;Sung Pak;Alberta;West;Small Business;Furniture;Chairs & Chairmats;Bevis Steel Folding Chairs;Jumbo Drum;0,57;23-09-2017
272;1888;30-10-2017;Not Specified;38;1264,46;1264,46;0;Delivery Truck;-1309,39;31,76;45,51;Kean Thornton;Yukon;Yukon;Corporate;Furniture;Tables;Hon iLevel™ Computer Training Table;Jumbo Box;0,65;30-10-2017
273;1888;30-10-2017;Not Specified;35;158,25;158,25;0,09;Regular Air;-194,7355;4,57;5,42;Kean Thornton;Yukon;Yukon;Corporate;Office Supplies;Binders and Binder Accessories;Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders;Small Box;0,37;31-10-2017
274;1891;14-12-2016;Low;3;302,36;302,36;0,09;Regular Air;230,31;107,53;5,81;Jeremy Ellison;Ontario;Ontario;Small Business;Furniture;Office Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";Medium Box;0,65;16-12-2016
275;1892;25-03-2016;Low;47;193,63;193,63;0,05;Regular Air;-232,5245;3,98;5,26;Joe Kamberova;Ontario;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Ibico Presentation Index for Binding Systems;Small Box;0,38;29-03-2016
276;1892;25-03-2016;Low;9;64,29;64,29;0,01;Regular Air;-98,85;6,48;5,4;Joe Kamberova;Ontario;Ontario;Small Business;Office Supplies;Paper;Xerox 207;Small Box;0,37;25-03-2016
277;1895;29-05-2016;Medium;5;41,25;41,25;0,02;Regular Air;-103,25;6,48;7,91;Mitch Willingham;Saskachewan;Prarie;Corporate;Office Supplies;Paper;Xerox 216;Small Box;0,37;31-05-2016
278;1921;17-01-2016;Medium;24;7871,91;7871,91;0,05;Delivery Truck;461,47;328,14;91,05;Benjamin Venier;Ontario;Ontario;Small Business;Office Supplies;Appliances;Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black;Jumbo Drum;0,57;19-01-2016
279;1925;04-03-2019;Critical;40;909,82;909,82;0,02;Regular Air;-87,51;22,98;1,99;Brian Moss;Saskachewan;Prarie;Corporate;Technology;Computer Peripherals;Memorex 80 Minute CD-R, 30/Pack;Small Pack;0,46;06-03-2019
280;1925;04-03-2019;Critical;7;1874,37;1874,37;0,08;Regular Air;7,84;276,2;24,49;Brian Moss;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;SAFCO Arco Folding Chair;Large Box;;05-03-2019
281;1952;15-03-2016;High;24;7287,55;7287,55;0,04;Delivery Truck;-775,778206;296,18;54,12;Alejandro Grove;Ontario;Ontario;Corporate;Furniture;Tables;Hon 94000 Series Round Tables;Jumbo Box;0,76;15-03-2016
282;1953;29-11-2017;Medium;13;137,64;137,64;0,06;Regular Air;-60,4075;10,91;2,99;Sam Zeldin;Ontario;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Heavy-Duty E-Z-D® Binders;Small Box;0,38;29-11-2017
283;1985;01-09-2016;Not Specified;33;15464,01;15464,01;0,05;Delivery Truck;4027,44;535,64;14,7;Katherine Murray;Ontario;Ontario;Home Office;Technology;Office Machines;Epson LQ-870 Dot Matrix Printer;Jumbo Drum;0,59;03-09-2016
284;1985;01-09-2016;Not Specified;1;11,35;11,35;0,09;Regular Air;-87,96;5,78;5,67;Katherine Murray;Quebec;Quebec;Home Office;Office Supplies;Paper;Xerox 1978;Small Box;0,36;03-09-2016
285;1988;05-10-2018;Not Specified;9;122,14;122,14;0,04;Regular Air;-96,99;13,48;4,51;Paul Knutson;Quebec;Quebec;Corporate;Office Supplies;Storage & Organization;Tenex Personal Project File with Scoop Front Design, Black;Small Box;0,59;07-10-2018
286;1991;06-09-2019;Not Specified;27;3491,06;3491,06;0,09;Regular Air;861,7;136,98;24,49;Barry Franz;Ontario;Ontario;Corporate;Furniture;Office Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;Large Box;0,59;06-09-2019
287;1991;06-09-2019;Not Specified;37;14383,83;14383,83;0,01;Delivery Truck;4670,1;399,98;12,06;Barry Franz;Ontario;Ontario;Corporate;Technology;Office Machines;Okidata ML320 Series Turbo Dot Matrix Printers;Jumbo Box;0,56;07-09-2019
288;2020;20-06-2017;Medium;42;213,75;213,75;0,03;Regular Air;-568,77;5,02;5,14;Sandra Glassco;Ontario;Ontario;Home Office;Technology;Computer Peripherals;Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack;Small Pack;0,79;22-06-2017
289;2022;14-03-2019;Critical;45;186,44;186,44;0;Regular Air;-237,18;3,95;5,13;Alan Hwang;Ontario;Ontario;Corporate;Office Supplies;Appliances;Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk;Small Box;0,59;15-03-2019
290;2023;05-05-2019;Low;4;294,89;294,89;0,09;Regular Air;-701,84;73,98;12,14;Sam Craven;Saskachewan;Prarie;Home Office;Technology;Computer Peripherals;Keytronic 105-Key Spanish Keyboard;Small Box;0,67;05-05-2019
291;2023;05-05-2019;Low;50;246,57;246,57;0,06;Regular Air;-212,51;4,98;5,49;Sam Craven;Saskachewan;Prarie;Home Office;Office Supplies;Paper;Xerox 1952;Small Box;0,38;07-05-2019
292;2048;14-11-2017;Critical;12;3752,61;3752,61;0,01;Delivery Truck;557,93;294,62;42,52;Deanra Eno;New Brunswick;Atlantic;Corporate;Office Supplies;Appliances;3.6 Cubic Foot Counter Height Office Refrigerator;Jumbo Drum;0,57;15-11-2017
293;2048;14-11-2017;Critical;9;548,36;548,36;0,1;Express Air;-1,37;60,97;4,5;Deanra Eno;New Brunswick;Atlantic;Corporate;Office Supplies;Appliances;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;Small Box;0,56;15-11-2017
294;2050;01-06-2016;Not Specified;16;44,46;44,46;0,06;Regular Air;-74,73;2,89;0,99;James Galang;New Brunswick;Atlantic;Consumer;Office Supplies;Labels;Avery 482;Small Box;0,38;03-06-2016
295;2050;01-06-2016;Not Specified;25;542,11;542,11;0,08;Regular Air;-94,76;22,84;11,54;James Galang;New Brunswick;Atlantic;Consumer;Office Supplies;Paper;Xerox 1964;Small Box;0,39;03-06-2016
296;2052;12-04-2019;High;23;107,93;107,93;0;Regular Air;-148,1375;4,13;5,34;Rob Lucas;Yukon;Yukon;Small Business;Office Supplies;Binders and Binder Accessories;ACCOHIDE® Binder by Acco;Small Box;0,38;14-04-2019
297;2053;06-02-2018;Critical;39;16342,84;19342,84;0,01;Delivery Truck;5543,95;500,98;126;Todd Boyes;Ontario;Ontario;Consumer;Furniture;Chairs & Chairmats;Global Troy™ Executive Leather Low-Back Tilter;Jumbo Drum;0,6;07-02-2018
298;2053;06-02-2018;Critical;7;771,783;771,783;0,08;Regular Air;-829,526;140,99;4,2;Todd Boyes;Ontario;Ontario;Consumer;Technology;Telephones and Communication;7160;Small Box;0,59;08-02-2018
299;2054;07-06-2019;Not Specified;1;343,78;343,78;0,09;Regular Air;-326,51;363,25;19,99;Katrina Willman;New Brunswick;Atlantic;Consumer;Office Supplies;Appliances;Hoover WindTunnel™ Plus Canister Vacuum;Small Box;0,57;10-06-2019
300;2054;07-06-2019;Not Specified;34;826,09;826,09;0,03;Regular Air;155,86;22,98;7,58;Katrina Willman;New Brunswick;Atlantic;Consumer;Furniture;Office Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case";Small Box;0,51;09-06-2019
301;2055;03-09-2017;Critical;7;66,41;66,41;0,05;Regular Air;-112,35;8,74;8,29;Nora Paige;Yukon;Yukon;Small Business;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Small Box;0,38;05-09-2017
302;2084;16-03-2017;High;16;692,73;692,73;0,01;Regular Air;14,97;40,99;17,48;Andy Reiter;Nova Scotia;Atlantic;Corporate;Office Supplies;Paper;Xerox 1893;Small Box;0,36;18-03-2017
303;2086;18-10-2016;Critical;24;1411,58;1411,58;0,01;Express Air;619,31;55,98;4,86;Brian Moss;Saskachewan;Prarie;Corporate;Office Supplies;Paper;Xerox 1908;Small Box;0,36;20-10-2016
304;2086;18-10-2016;Critical;38;2115,242;2115,242;0,04;Regular Air;-8,588;65,99;8,99;Brian Moss;Saskachewan;Prarie;Corporate;Technology;Telephones and Communication;Talkabout T8367;Small Box;0,56;19-10-2016
305;2086;18-10-2016;Critical;9;1246,68;1246,68;0,01;Regular Air;158,48;128,24;12,65;Brian Moss;Saskachewan;Prarie;Corporate;Furniture;Chairs & Chairmats;SAFCO Folding Chair Trolley;Medium Box;;21-10-2016
306;2144;28-03-2016;Medium;40;5945,3675;5945,3675;0,08;Regular Air;1205,476;175,99;4,99;Jonathan Doherty;Saskachewan;Prarie;Corporate;Technology;Telephones and Communication;5165;Small Box;0,59;28-03-2016
307;2146;13-09-2019;Not Specified;41;6111,1685;6111,1685;0,06;Regular Air;1283,083;175,99;4,99;Todd Boyes;Ontario;Ontario;Small Business;Technology;Telephones and Communication;5165;Small Box;0,59;14-09-2019
308;2146;13-09-2019;Not Specified;44;113,71;113,71;0,07;Regular Air;-38,3;2,61;0,5;Todd Boyes;Ontario;Ontario;Small Business;Office Supplies;Labels;Avery 479;Small Box;0,39;15-09-2019
309;2147;05-09-2019;Not Specified;15;605,1;605,1;0,04;Express Air;12,81;40,98;5,33;Hallie Redmond;Manitoba;Prarie;Home Office;Office Supplies;Appliances;Belkin 8 Outlet Surge Protector;Small Box;0,57;07-09-2019
310;2149;12-03-2017;Low;4;43,56;43,56;0,01;Regular Air;-38,79;9,38;4,93;Lori Olson;New Brunswick;Atlantic;Consumer;Furniture;Office Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;Small Box;0,57;16-03-2017
311;2150;02-06-2016;Medium;21;3905,75;3905,75;0,01;Delivery Truck;-4,69815;179,29;29,21;Vivian Mathis;Quebec;Quebec;Corporate;Furniture;Tables;Bevis Round Conference Table Top, X-Base;Jumbo Box;0,76;04-06-2016
312;2181;12-09-2018;Medium;40;102,56;102,56;0,06;Regular Air;-43,38;2,61;0,5;Kelly Lampkin;Ontario;Ontario;Home Office;Office Supplies;Labels;Avery 494;Small Box;0,39;12-09-2018
313;2181;12-09-2018;Medium;3;15,87;15,87;0,01;Express Air;-77,47;3,49;0,76;Kelly Lampkin;Ontario;Ontario;Home Office;Office Supplies;Rubber Bands;OIC Bulk Pack Metal Binder Clips;Wrap Bag;0,39;14-09-2018
314;2208;30-04-2018;Not Specified;7;82,06;82,06;0,07;Regular Air;-106,9905;11,5;7,19;Jack O'Briant;Nova Scotia;Atlantic;Home Office;Office Supplies;Binders and Binder Accessories;Ibico Covers for Plastic or Wire Binding Elements;Small Box;0,4;02-05-2018
315;2208;30-04-2018;Not Specified;41;13281,05;23281,05;0,09;Regular Air;8717,645;599,99;24,49;Jack O'Briant;Nova Scotia;Atlantic;Home Office;Technology;Copiers and Fax;Hewlett Packard LaserJet 3310 Copier;Large Box;0,37;01-05-2018
316;2209;09-07-2019;High;27;9418,73;9418,73;0;Delivery Truck;2185,24;320,98;58,95;Pete Armstrong;Ontario;Ontario;Consumer;Furniture;Chairs & Chairmats;Hon 4070 Series Pagoda™ Round Back Stacking Chairs;Jumbo Drum;0,57;11-07-2019
317;2209;09-07-2019;High;1;5,68;5,68;0,02;Regular Air;-81,82;4,76;0,88;Pete Armstrong;Ontario;Ontario;Consumer;Office Supplies;Paper;Wirebound Voice Message Log Book;Wrap Bag;0,39;10-07-2019
318;2209;09-07-2019;High;42;174,59;174,59;0,08;Regular Air;-54,12;4,28;0,94;Pete Armstrong;Ontario;Ontario;Consumer;Office Supplies;Pens & Art Supplies;Newell 336;Wrap Bag;0,56;09-07-2019
319;2209;09-07-2019;High;13;1265,497;1265,497;0,1;Regular Air;-541,117;125,99;3;Pete Armstrong;Ontario;Ontario;Consumer;Technology;Telephones and Communication;270c;Small Box;0,59;10-07-2019
320;2211;29-06-2016;High;22;1651,09;1651,09;0,05;Regular Air;-382,38;73,98;12,14;Vivian Mathis;Quebec;Quebec;Home Office;Technology;Computer Peripherals;Keytronic 105-Key Spanish Keyboard;Small Box;0,67;30-06-2016
321;2211;29-06-2016;High;14;95,89;95,89;0;Regular Air;-126,31;5,98;7,15;Vivian Mathis;Quebec;Quebec;Home Office;Office Supplies;Paper;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);Small Box;0,36;01-07-2016
322;2211;29-06-2016;High;23;80,38;80,38;0,09;Regular Air;-151,11;3,57;4,17;Vivian Mathis;Quebec;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Barrel Sharpener;Small Pack;0,59;01-07-2016
323;2213;14-01-2017;Not Specified;6;40,31;40,31;0,08;Regular Air;-112,27;5,78;8,09;Sam Zeldin;Ontario;Ontario;Small Business;Office Supplies;Paper;Xerox 1924;Small Box;0,36;15-01-2017
324;2240;05-03-2019;Not Specified;17;186,02;186,02;0,01;Regular Air;-43,52;10,64;5,16;Sarah Brown;Saskachewan;Prarie;Consumer;Furniture;Office Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;Small Box;0,57;06-03-2019
325;2240;05-03-2019;Not Specified;5;142,44;142,44;0,06;Regular Air;-102,12;28,15;6,17;Sarah Brown;Saskachewan;Prarie;Consumer;Office Supplies;Pens & Art Supplies;Boston Model 1800 Electric Pencil Sharpener, Gray;Small Pack;0,55;06-03-2019
326;2241;10-05-2017;Critical;38;967,78;967,78;0,04;Regular Air;289,325;24,95;2,99;Sarah Brown;Saskachewan;Prarie;Consumer;Office Supplies;Binders and Binder Accessories;Large Capacity Hanging Post Binders;Small Box;0,39;12-05-2017
327;2244;08-01-2017;Critical;19;88,61;88,61;0,01;Express Air;-58,529;3,8;1,49;Elpida Rittenbach;Nova Scotia;Atlantic;Consumer;Office Supplies;Binders and Binder Accessories;Durable Pressboard Binders;Small Box;0,38;10-01-2017
328;2247;01-08-2019;Not Specified;6;21134,71;21134,71;0,06;Delivery Truck;-4646,0885;3502,14;8,73;Clay Cheatham;Alberta;West;Small Business;Technology;Office Machines;Okidata Pacemark 4410N Wide Format Dot Matrix Printer;Jumbo Box;0,57;03-08-2019
329;2272;12-04-2017;High;39;7680,29;7680,29;0,08;Delivery Truck;-573,79042;212,6;52,2;Grant Donatelli;Ontario;Ontario;Consumer;Furniture;Tables;Bush Advantage Collection® Round Conference Table;Jumbo Box;0,64;12-04-2017
330;2275;21-10-2019;Not Specified;49;278;278;0,08;Regular Air;-38,33;6,08;1,17;Grant Carroll;Nunavut;Nunavut;Small Business;Office Supplies;Pens & Art Supplies;Col-Erase® Pencils with Erasers;Wrap Bag;0,56;22-10-2019
331;2277;01-01-2018;Not Specified;10;66,54;66,54;0,01;Regular Air;-426,03;5,98;4,38;Don Miller;Nunavut;Nunavut;Home Office;Technology;Computer Peripherals;"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack";Small Pack;0,75;02-01-2018
332;2277;01-01-2018;Not Specified;21;845,32;845,32;0,06;Regular Air;-46,33;40,99;19,99;Don Miller;Nunavut;Nunavut;Home Office;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;Small Box;0,36;03-01-2018
333;2279;22-02-2017;Medium;49;4577,18;4577,18;0;Delivery Truck;145,83;90,98;30;Rob Haberlin;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;Office Star - Task Chair with Contemporary Loop Arms;Jumbo Drum;0,61;23-02-2017
334;2279;22-02-2017;Medium;39;845,9;845,9;0,04;Regular Air;-27,47;20,98;5,42;Rob Haberlin;British Columbia;West;Corporate;Office Supplies;Storage & Organization;Acco Perma® 3000 Stacking Storage Drawers;Small Box;0,66;24-02-2017
335;2305;25-01-2017;High;33;3116,47;3116,47;0,1;Delivery Truck;-1638,26;100,98;57,38;Maribeth Dona;British Columbia;West;Home Office;Furniture;Bookcases;Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;Jumbo Box;0,78;27-01-2017
336;2305;25-01-2017;High;1;12,41;12,41;0,01;Regular Air;-89,08;6,68;5,66;Maribeth Dona;British Columbia;West;Home Office;Office Supplies;Paper;Xerox 1923;Small Box;0,37;26-01-2017
337;2305;25-01-2017;High;11;1382,8;1382,8;0,01;Regular Air;61,31;120,33;19,99;Maribeth Dona;Quebec;Quebec;Home Office;Office Supplies;Storage & Organization;Iceberg Mobile Mega Data/Printer Cart ®;Small Box;0,59;25-01-2017
338;2306;25-07-2018;High;15;113,5;113,5;0,05;Regular Air;-126,345;7,45;6,28;Liz Thompson;Manitoba;Prarie;Corporate;Office Supplies;Binders and Binder Accessories;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";Small Box;0,4;27-07-2018
339;2307;28-06-2017;Low;32;182,33;182,33;0,1;Regular Air;-39,149;5,98;1,49;Carol Adams;Quebec;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Avery Hanging File Binders;Small Box;0,39;28-06-2017
340;2309;03-09-2018;Low;7;27,01;27,01;0,05;Regular Air;-81,2995;3,8;1,49;Eric Barreto;Yukon;Yukon;Consumer;Office Supplies;Binders and Binder Accessories;Durable Pressboard Binders;Small Box;0,38;05-09-2018
341;2311;01-05-2018;High;31;924,09;1324,09;0,01;Regular Air;34,96;40,89;18,98;Fred Harton;British Columbia;West;Home Office;Furniture;Office Furnishings;Eldon Executive Woodline II Cherry Finish Desk Accessories;Small Box;0,57;02-05-2018
342;2339;14-12-2017;Low;12;1634,98;1634,98;0,09;Regular Air;-200,45;140,85;19,99;Jennifer Braxton;Prince Edward Island;Atlantic;Small Business;Office Supplies;Storage & Organization;Fellowes Strictly Business® Drawer File, Letter/Legal Size;Small Box;0,73;16-12-2017
343;2341;29-05-2017;Low;29;157,49;157,49;0,09;Regular Air;-138,25;5,78;4,96;Sara Luxemburg;Yukon;Yukon;Small Business;Office Supplies;Paper;Xerox 1899;Small Box;0,36;05-06-2017
344;2368;19-08-2017;Critical;36;508,73;508,73;0,08;Regular Air;-309,67;14,81;13,32;Sally Hughsby;Ontario;Ontario;Consumer;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;Small Box;0,43;21-08-2017
345;2370;16-01-2016;Critical;6;679,6;679,6;0,02;Regular Air;-145,76;110,98;13,99;Sanjit Jacobs;Quebec;Quebec;Consumer;Furniture;Office Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";Medium Box;0,69;18-01-2016
346;2370;16-01-2016;Critical;30;257,42;257,42;0,01;Regular Air;-20,82;8,01;2,87;Sanjit Jacobs;Quebec;Quebec;Consumer;Office Supplies;Paper;TOPS Money Receipt Book, Consecutively Numbered in Red,;Wrap Bag;0,4;18-01-2016
